price,title,furnishing,tenants preferred,bathroom,availability,longitude,latitude,balcony,floor,facing,overlooking,car parking,owner resides,address,gmaps_info,coord
"₹ 17,000","2 BHK House for rent in Salar Jung Colony, Toli Chowki 1000 sqft",Furnished,Bachelors/Family,2,Immediately,78.42190049999999,17.3958631,,Upper Basement out of 5 Floors,,,,," Salar Jung Colony, Toli Chowki, Hyderabad","[{'address_components': [{'long_name': 'Salar Jung Colony', 'short_name': 'Salar Jung Colony', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Toli Chowki', 'short_name': 'Toli Chowki', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500008', 'short_name': '500008', 'types': ['postal_code']}], 'formatted_address': 'Salar Jung Colony, Toli Chowki, Hyderabad, Telangana 500008, India', 'geometry': {'bounds': {'northeast': {'lat': 17.396957, 'lng': 78.42406439999999}, 'southwest': {'lat': 17.3930908, 'lng': 78.420442}}, 'location': {'lat': 17.3958631, 'lng': 78.42190049999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.396957, 'lng': 78.42406439999999}, 'southwest': {'lat': 17.3930908, 'lng': 78.420442}}}, 'place_id': 'ChIJV7DiIOSWyzsRfb8FBVNP7E8', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.3958631, 78.42190049999999)"
"₹ 13,500","3 BHK Builder Floor for rent in Kismatpur, Outer Ring Road 1620 sqft",Unfurnished,Bachelors,2,Immediately,17.323055267333984,78.37516784667969,2,1 out of 3 Floors,East,Main Road,,," Kismatpur, Outer Ring Road, Hyderabad","[{'address_components': [{'long_name': 'Nehru Outer Ring Road', 'short_name': 'Nehru Outer Ring Rd', 'types': ['route']}, {'long_name': 'Kismatpur', 'short_name': 'Kismatpur', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Nehru Outer Ring Rd, Kismatpur, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.3479235, 'lng': 78.3798664}, 'southwest': {'lat': 17.2981863, 'lng': 78.3607854}}, 'location': {'lat': 17.3249343, 'lng': 78.3745952}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.3479235, 'lng': 78.3798664}, 'southwest': {'lat': 17.2981863, 'lng': 78.3607854}}}, 'place_id': 'EjBOZWhydSBPdXRlciBSaW5nIFJkLCBLaXNtYXRwdXIsIFRlbGFuZ2FuYSwgSW5kaWEiLiosChQKEgnXu6E9TXXLOxH8vLSE8JTABhIUChIJh_GoewO-yzsRNe0bTi2Sk1Y', 'types': ['route']}]","(17.3249343, 78.3745952)"
"₹ 9,000","2 BHK House for rent in Maruthi Nagar-Attapur, Attapur 1206 sqft",Unfurnished,Bachelors/Family,1,Immediately,17.458385467529293,78.45375061035156,1,3 out of 3 Floors,North - East,,,," Maruthi Nagar-Attapur, Attapur, Hyderabad","[{'address_components': [{'long_name': 'Maruthi Nagar', 'short_name': 'Maruthi Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Attapur', 'short_name': 'Attapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500064', 'short_name': '500064', 'types': ['postal_code']}], 'formatted_address': 'Maruthi Nagar, Attapur, Hyderabad, Telangana 500064, India', 'geometry': {'bounds': {'northeast': {'lat': 17.3641511, 'lng': 78.4372841}, 'southwest': {'lat': 17.3614111, 'lng': 78.43340479999999}}, 'location': {'lat': 17.3627684, 'lng': 78.43523139999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.3641511, 'lng': 78.4372841}, 'southwest': {'lat': 17.3614111, 'lng': 78.43340479999999}}}, 'place_id': 'ChIJn6bb2LOXyzsRWK078iuYJ_0', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.3627684, 78.43523139999999)"
"₹ 12,500",2 BHK Apartment for rent in Nizampet 1150 sqft,Furnished,Bachelors/Family,2,Immediately,78.3778542,17.5196675,1,2 out of 3 Floors,,,1 Covered,," Nizampet, Hyderabad","[{'address_components': [{'long_name': 'Nizampet', 'short_name': 'Nizampet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Nizampet, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.541577, 'lng': 78.39584599999999}, 'southwest': {'lat': 17.5014173, 'lng': 78.35577119999999}}, 'location': {'lat': 17.5196675, 'lng': 78.3778542}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.541577, 'lng': 78.39584599999999}, 'southwest': {'lat': 17.5014173, 'lng': 78.35577119999999}}}, 'place_id': 'ChIJEZ6DKP-NyzsRr8iDfU2s4TA', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.5196675, 78.3778542)"
"₹ 17,000",2 BHK Builder Floor for rent in Madhapur 1150 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.451690673828125,78.39234161376953,2,2 out of 5 Floors,East,Main Road,1 Open,," Madhapur, Hyderabad","[{'address_components': [{'long_name': 'Madhapur', 'short_name': 'Madhapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Madhapur, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4708411, 'lng': 78.40562489999999}, 'southwest': {'lat': 17.426033, 'lng': 78.37766649999999}}, 'location': {'lat': 17.4485835, 'lng': 78.39080349999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4708411, 'lng': 78.40562489999999}, 'southwest': {'lat': 17.426033, 'lng': 78.37766649999999}}}, 'place_id': 'ChIJBbIB8liRyzsRG0GSd77nuxE', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.4485835, 78.39080349999999)"
"₹ 40,000",4 BHK House for rent in Puppalaguda 2800 sqft,Semi-Furnished,Family,4,Immediately,78.3748513,17.3982116,1,Ground out of 3 Floors,West,Garden/Park,1 Covered,," Puppalaguda, Hyderabad","[{'address_components': [{'long_name': 'Puppalaguda', 'short_name': 'Puppalaguda', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Puppalaguda, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4024443, 'lng': 78.38986849999999}, 'southwest': {'lat': 17.3925387, 'lng': 78.3608182}}, 'location': {'lat': 17.3982116, 'lng': 78.3748513}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4024443, 'lng': 78.38986849999999}, 'southwest': {'lat': 17.3925387, 'lng': 78.3608182}}}, 'place_id': 'ChIJnRcImJ-WyzsRO13e31LPO-g', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.3982116, 78.3748513)"
"₹ 8,000",2 BHK Villa for rent in Aminpur 1030 sqft,Semi-Furnished,Bachelors/Family,2,Immediately,78.315742,17.5171428,,,,,,," Aminpur, Hyderabad","[{'address_components': [{'long_name': 'Ameenpur', 'short_name': 'Ameenpur', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Miyapur', 'short_name': 'Miyapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Ameenpur, Miyapur, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5481221, 'lng': 78.357556}, 'southwest': {'lat': 17.5084819, 'lng': 78.31082}}, 'location': {'lat': 17.5171428, 'lng': 78.315742}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.5481221, 'lng': 78.357556}, 'southwest': {'lat': 17.5084819, 'lng': 78.31082}}}, 'place_id': 'ChIJ5yuyN2-NyzsRsrew1Uqs2f0', 'types': ['political', 'sublocality', 'sublocality_level_2']}]","(17.5171428, 78.315742)"
"₹ 7,500",2 BHK House for rent in Dammaiguda 1600 sqft,Unfurnished,Family,2,Immediately,78.5938192,17.5003026,,Ground out of 1 Floor,West,,1 Covered,," Dammaiguda, Hyderabad","[{'address_components': [{'long_name': 'Dammaiguda', 'short_name': 'Dammaiguda', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Secunderabad', 'short_name': 'SC', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500083', 'short_name': '500083', 'types': ['postal_code']}], 'formatted_address': 'Dammaiguda, Secunderabad, Telangana 500083, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5127639, 'lng': 78.61575189999999}, 'southwest': {'lat': 17.485314, 'lng': 78.5838543}}, 'location': {'lat': 17.5003026, 'lng': 78.5938192}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.5127639, 'lng': 78.61575189999999}, 'southwest': {'lat': 17.485314, 'lng': 78.5838543}}}, 'place_id': 'ChIJ3RL_cumcyzsRKDZmcgzc1oM', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.5003026, 78.5938192)"
"₹ 25,000",3 BHK Apartment for rent in Madhapur 1800 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.4411487579346,78.3910675048828,3,4 out of 8 Floors,North - East,Garden/Park,,," Madhapur, Hyderabad","[{'address_components': [{'long_name': 'Madhapur', 'short_name': 'Madhapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Madhapur, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4708411, 'lng': 78.40562489999999}, 'southwest': {'lat': 17.426033, 'lng': 78.37766649999999}}, 'location': {'lat': 17.4485835, 'lng': 78.39080349999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4708411, 'lng': 78.40562489999999}, 'southwest': {'lat': 17.426033, 'lng': 78.37766649999999}}}, 'place_id': 'ChIJBbIB8liRyzsRG0GSd77nuxE', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.4485835, 78.39080349999999)"
"₹ 12,000",2 BHK Apartment for rent in Attapur 1080 sqft,Unfurnished,Bachelors/Family,2,Immediately,17.458427429199222,78.45384216308594,1,4 out of 5 Floors,East,Main Road,1 Covered,," Attapur, Hyderabad","[{'address_components': [{'long_name': 'Attapur', 'short_name': 'Attapur', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Attapur, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.374979, 'lng': 78.442582}, 'southwest': {'lat': 17.3578252, 'lng': 78.419136}}, 'location': {'lat': 17.3698887, 'lng': 78.4304712}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.374979, 'lng': 78.442582}, 'southwest': {'lat': 17.3578252, 'lng': 78.419136}}}, 'place_id': 'ChIJcYk54a2XyzsRc6mrFarN0rM', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.3698887, 78.4304712)"
"₹ 13,000",2 BHK House for rent in Bandlaguda Jagir 150 sqyrd,Unfurnished,Bachelors/Family,2,Immediately,17.345947265625,78.3792419433594,,,East,,,," Bandlaguda Jagir, Hyderabad","[{'address_components': [{'long_name': 'Bandlaguda Jagir', 'short_name': 'Bandlaguda Jagir', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Bandlaguda Jagir, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.372514, 'lng': 78.4111635}, 'southwest': {'lat': 17.33712, 'lng': 78.3747269}}, 'location': {'lat': 17.3629719, 'lng': 78.3943263}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.372514, 'lng': 78.4111635}, 'southwest': {'lat': 17.33712, 'lng': 78.3747269}}}, 'place_id': 'ChIJ6cgvQQuWyzsRoNI6BivZLZk', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.3629719, 78.3943263)"
"₹ 10,000",2 BHK House for rent in Serilingampally 1000 sqft,Unfurnished,Bachelors/Family,2,Immediately,78.3158338,17.4836979,1,1 out of 2 Floors,East,,1 Open,," Serilingampally, Hyderabad","[{'address_components': [{'long_name': 'Serilingampally', 'short_name': 'Serilingampally', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Serilingampally, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.49332, 'lng': 78.3495069}, 'southwest': {'lat': 17.4554559, 'lng': 78.280551}}, 'location': {'lat': 17.4836979, 'lng': 78.3158338}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.49332, 'lng': 78.3495069}, 'southwest': {'lat': 17.4554559, 'lng': 78.280551}}}, 'place_id': 'ChIJTzX1acaSyzsRIe-QD4_2xos', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.4836979, 78.3158338)"
₹ 1.5 Lac,4 BHK Apartment for rent in Jubilee Hills 4000 sqft,Semi-Furnished,Bachelors/Family,4,Immediately,78.40977478027344,17.432273864746097,2,2 out of 5 Floors,North - East,"Pool, Garden/Park, Main Road",,," Jubilee Hills, Hyderabad","[{'address_components': [{'long_name': 'Jubilee Hills', 'short_name': 'Jubilee Hills', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Jubilee Hills, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4482558, 'lng': 78.429285}, 'southwest': {'lat': 17.4138705, 'lng': 78.390258}}, 'location': {'lat': 17.4325894, 'lng': 78.4070691}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4482558, 'lng': 78.429285}, 'southwest': {'lat': 17.4138705, 'lng': 78.390258}}}, 'place_id': 'ChIJE3aoYsyWyzsRSb5iI6J_Mag', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.4325894, 78.4070691)"
₹ 1.3 Lac,"4 BHK Apartment for rent in High End Boutique Villas, Jubilee Hills 3000 sqft",,,,,78.4411532,17.4209144,,,,,,," High End Boutique Villas, Jubilee Hills, Hyderabad","[{'address_components': [{'long_name': 'FNCC', 'short_name': 'FNCC', 'types': []}, {'long_name': 'Ambedkar Nagar', 'short_name': 'Ambedkar Nagar', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Film Nagar', 'short_name': 'Film Nagar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500033', 'short_name': '500033', 'types': ['postal_code']}], 'formatted_address': 'Rd. No: 78, whisper valley, Jubilee Hills, near FNCC, Ambedkar Nagar, Film Nagar, Hyderabad, Telangana 500033, India', 'geometry': {'location': {'lat': 17.4165479, 'lng': 78.4028933}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 17.4178968802915, 'lng': 78.40424228029151}, 'southwest': {'lat': 17.4151989197085, 'lng': 78.40154431970849}}}, 'place_id': 'ChIJG8bKcjWRyzsRaiBx5I4JpdA', 'plus_code': {'compound_code': 'CC83+J5 Hyderabad, Telangana, India', 'global_code': '7J9WCC83+J5'}, 'types': ['establishment', 'general_contractor', 'point_of_interest']}, {'address_components': [{'long_name': '8-2-414', 'short_name': '8-2-414', 'types': ['street_number']}, {'long_name': 'Road Number 4', 'short_name': 'Rd Number 4', 'types': ['route']}, {'long_name': 'Resham Bagh', 'short_name': 'Resham Bagh', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Banjara Hills', 'short_name': 'Banjara Hills', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500034', 'short_name': '500034', 'types': ['postal_code']}], 'formatted_address': '414,, 8-2-414, Rd Number 4, Resham Bagh, Banjara Hills, Hyderabad, Telangana 500034, India', 'geometry': {'location': {'lat': 17.4209144, 'lng': 78.4411532}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 17.42226338029151, 'lng': 78.44250218029151}, 'southwest': {'lat': 17.4195654197085, 'lng': 78.4398042197085}}}, 'place_id': 'ChIJjzbq6i2XyzsR0bYdDIQ7GoM', 'plus_code': {'compound_code': 'CCCR+9F Banjara Hills, Hyderabad, Telangana, India', 'global_code': '7J9WCCCR+9F'}, 'types': ['establishment', 'point_of_interest']}]","(17.4209144, 78.4411532)"
"₹ 13,500","2 BHK House for rent in Kakatiya Hills, Nizampet 1050 sqft",Furnished,Bachelors/Family,2,Immediately,78.3913328,17.5316572,,Ground out of 6 Floors,,,,," Kakatiya Hills, Nizampet, Hyderabad","[{'address_components': [{'long_name': 'Kakatiya Hills', 'short_name': 'Kakatiya Hills', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Vasanth Nagar Colony', 'short_name': 'Vasanth Nagar Colony', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Nizampet', 'short_name': 'Nizampet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}, {'long_name': '500090', 'short_name': '500090', 'types': ['postal_code']}], 'formatted_address': 'Kakatiya Hills, Vasanth Nagar Colony, Nizampet, Hyderabad, Telangana 500090, India', 'geometry': {'bounds': {'northeast': {'lat': 17.5381201, 'lng': 78.3967316}, 'southwest': {'lat': 17.5269587, 'lng': 78.38860989999999}}, 'location': {'lat': 17.5316572, 'lng': 78.3913328}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.5381201, 'lng': 78.3967316}, 'southwest': {'lat': 17.5269587, 'lng': 78.38860989999999}}}, 'place_id': 'ChIJ-bJthg6OyzsRzJye80ekbXM', 'types': ['political', 'sublocality', 'sublocality_level_3']}]","(17.5316572, 78.3913328)"
"₹ 9,000","1 BHK House for rent in Vidyanagar, Adikmet",Unfurnished,Bachelors/Family,1,Immediately,17.4055614471436,78.5123825073242,,1 out of 2 Floors,East,Main Road,1 Open,," Vidyanagar, Adikmet, Hyderabad","[{'address_components': [{'long_name': 'Vidya Nagar', 'short_name': 'Vidya Nagar', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Adikmet', 'short_name': 'Adikmet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Vidya Nagar, Adikmet, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4125799, 'lng': 78.51777}, 'southwest': {'lat': 17.399676, 'lng': 78.5069949}}, 'location': {'lat': 17.4065284, 'lng': 78.5139136}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4125799, 'lng': 78.51777}, 'southwest': {'lat': 17.399676, 'lng': 78.5069949}}}, 'place_id': 'ChIJgQ1rcaKZyzsR7KjoLaeKA7A', 'types': ['political', 'sublocality', 'sublocality_level_3']}]","(17.4065284, 78.5139136)"
"₹ 21,000","3 BHK Apartment for rent in Vidyanagar, Adikmet 1500 sqft",Semi-Furnished,Bachelors/Family,3,Immediately,17.405561447143555,78.51238250732422,2,2 out of 5 Floors,East,Main Road,,," Vidyanagar, Adikmet, Hyderabad","[{'address_components': [{'long_name': 'Vidya Nagar', 'short_name': 'Vidya Nagar', 'types': ['political', 'sublocality', 'sublocality_level_3']}, {'long_name': 'Adikmet', 'short_name': 'Adikmet', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Vidya Nagar, Adikmet, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.4125799, 'lng': 78.51777}, 'southwest': {'lat': 17.399676, 'lng': 78.5069949}}, 'location': {'lat': 17.4065284, 'lng': 78.5139136}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.4125799, 'lng': 78.51777}, 'southwest': {'lat': 17.399676, 'lng': 78.5069949}}}, 'place_id': 'ChIJgQ1rcaKZyzsR7KjoLaeKA7A', 'types': ['political', 'sublocality', 'sublocality_level_3']}]","(17.4065284, 78.5139136)"
"₹ 55,000",3 BHK Villa for rent in Gopanapalli 3330 sqft,Semi-Furnished,Bachelors/Family,3,Immediately,17.458383560180664,78.45377349853516,2,,East,"Garden/Park, Pool, Main Road",2 Covered,," Gopanapalli, Hyderabad","[{'address_components': [{'long_name': 'Gopanapalli', 'short_name': 'Gopanapalli', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Hyderabad', 'short_name': 'Hyderabad', 'types': ['locality', 'political']}, {'long_name': 'Ranga Reddy', 'short_name': 'R.R. District', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Telangana', 'short_name': 'Telangana', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'India', 'short_name': 'IN', 'types': ['country', 'political']}], 'formatted_address': 'Gopanapalli, Hyderabad, Telangana, India', 'geometry': {'bounds': {'northeast': {'lat': 17.467973, 'lng': 78.32124999999999}, 'southwest': {'lat': 17.444603, 'lng': 78.300258}}, 'location': {'lat': 17.451398, 'lng': 78.30924259999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 17.467973, 'lng': 78.32124999999999}, 'southwest': {'lat': 17.444603, 'lng': 78.300258}}}, 'place_id': 'ChIJ9wYssyWTyzsR1xkxC7FSp3o', 'types': ['political', 'sublocality', 'sublocality_level_1']}]","(17.451398, 78.30924259999999)"
