price,title,longitude,latitude,floor,furnishing,tenants preferred,bathroom,facing,availability,car parking,balcony,owner resides,overlooking
"₹ 20,000",2 BHK Apartment for rent in Alandur 1000 sqft,,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,East,Immediately,1 Covered,2,,
"₹ 19,000","2 BHK Builder Floor for rent in Nest Oceana, Thiruvanmiyur 740 sqft",12.9874718,80.2663862,,,,,,,,,,
"₹ 35,000","3 BHK Apartment for rent in Altis Oceanique, East Coast Road 1793 sqft",12.8365105390549,80.2404928207397,,,,,,,,,,
"₹ 8,500","2 BHK House for rent in Madhanandapuram, Chennai Bypass Road 800 sqft",13.026562690734863,80.14360809326172,Ground out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 15,000",2 BHK Apartment for rent in Sholinganallur 1212 sqft,12.872346878051758,80.20559692382812,6 out of 19 Floors,Unfurnished,Bachelors,2,East,Immediately,,2,,Garden/Park
"₹ 13,000",2 BHK Builder Floor for rent in Madipakkam 850 sqft,12.9657106399536,80.2028350830078,Ground out of 1 Floor,Semi-Furnished,Bachelors,2,East,From Mar '20,,,,
₹ 1 Lac,4 BHK Apartment for rent in Nungambakkam 2600 sqft,,,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,West,Immediately,2 Covered,3,,"Garden/Park, Pool, Main Road"
"₹ 20,000","2 BHK Apartment for rent in Golden Opulence, Poonamalle 1093 sqft",13.0570911995056,80.1042269932869,,,,,,,,,,
"₹ 90,000",3 BHK Apartment for rent in Mylapore 2500 sqft,,,3 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,East,Immediately,2 Covered,2,,"Garden/Park, Pool, Main Road"
"₹ 22,000",3 BHK Builder Floor for rent in Choolaimedu 1200 sqft,13.061540603637695,80.22232818603516,3 out of 3 Floors,Unfurnished,Bachelors/Family,2,West,Immediately,,1,,
"₹ 16,000","2 BHK Builder Floor for rent in Adyar, Sardar Patel Road 600 sqft",,,3 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 31,000",3 BHK Builder Floor for rent in West Mambalam 1200 sqft,,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,3,East,Immediately,,,Same Premise,Main Road
"₹ 13,000",2 BHK House for rent in Vadapalani 750 sqft,,,Ground out of 1 Floor,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 10,000",2 BHK Apartment for rent in Oragadam 985 sqft,,,10 out of 17 Floors,Unfurnished,Bachelors/Family,2,East,Immediately,"1 Covered, 1 Open",1,,
"₹ 18,000",2 BHK House for rent in Saidapet 1200 sqft,13.0240201950073,80.2238998413086,,Semi-Furnished,Bachelors/Family,2,South,Immediately,,2,,Main Road
"₹ 18,000",2 BHK House for rent in Velachery 1000 sqft,13.049362182617188,80.22980499267578,Ground out of 2 Floors,Unfurnished,Bachelors,2,East,Immediately,,,,Main Road
₹ 1 Lac,"3 BHK Apartment for rent in MRC Nagar, Raja Annamalai Puram 1720 sqft",,,3 out of 4 Floors,Furnished,Bachelors/Family,4,,Immediately,,,,
"₹ 10,000","2 BHK House for rent in Kattupakkam, PH Road 1000 sqft",13.043776512145996,80.12747192382812,2 out of 2 Floors,Unfurnished,Bachelors,2,North,Immediately,,1,,Garden/Park
"₹ 10,000","3 BHK Builder Floor for rent in Tambaram West, Tambaram, Chennai Bypass Road 1100 sqft",,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 9,000","1 BHK Apartment for rent in Jananis Blue Bells, Padur, Old Mahabalipuram Road",12.810703,80.221374,,,,,,,,,,
"₹ 20,000",2 BHK House for rent in Ayappakkam 1000 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 15,500",2 BHK Apartment for rent in Velachery 900 sqft,,,1 out of 2 Floors,Semi-Furnished,Bachelors,2,South,Immediately,,1,,Main Road
"₹ 28,000",3 BHK Builder Floor for rent in Thiruvanmiyur 1900 sqft,12.983258247375488,80.26066589355469,1 out of 4 Floors,Semi-Furnished,Bachelors,3,West,Immediately,,1,,Main Road
"₹ 23,000",2 BHK Apartment for rent in Thoraipakkam 1000 sqft,12.940413475036621,80.23832702636719,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,2,,Garden/Park
"₹ 55,000","3 BHK Apartment for rent in Appaswamy Trellis, Vadapalani 1923 sqft",13.050149,80.211256,,,,,,,,,,
"₹ 15,000","3 BHK House for rent in Seva Nagar, Velachery 1200 sqft",12.98508358001709,80.2281265258789,2 out of 2 Floors,Semi-Furnished,Bachelors,2,East,Immediately,,2,,
"₹ 65,000","3 BHK Apartment for rent in Ceebros Grayshott, R.A Puram, Mandaiveli",13.0220656718504,80.2578806359564,,,,,,,,,,
"₹ 35,000",3 BHK Apartment for rent in Thiruvanmiyur 1850 sqft,12.983258247375488,80.26066589355469,3 out of 3 Floors,Furnished,Bachelors,3,East,Immediately,,3,,Garden/Park
"₹ 25,000",2 BHK Apartment for rent in Perungudi 1100 sqft,12.966734886169434,80.24443054199219,3 out of 4 Floors,Unfurnished,Bachelors/Family,2,West,Immediately,,1,,
"₹ 75,000","5 BHK House for rent in Anna Nagar West Extension, Ambattur Estate Road 3500 sqft",13.094337463378906,80.1920166015625,Ground out of 1 Floor,Semi-Furnished,Bachelors,5,North,Immediately,,1,,
"₹ 6,000",1 BHK House for rent in Chennai,,,Ground out of 1 Floor,Unfurnished,Bachelors/Family,1,,From Mar '20,,,,
"₹ 12,000","1 BHK Builder Floor for rent in Palavakkam, E Coast Road",,,2 out of 3 Floors,Furnished,Bachelors/Family,1,,Immediately,,1,,
"₹ 10,000",1 BHK Apartment for rent in T Nagar,13.042655944824219,80.23866271972656,1 out of 4 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 30,000",3 BHK Apartment for rent in Perungudi 1900 sqft,12.966734886169434,80.24443054199219,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,4,East,Immediately,,1,,Garden/Park
"₹ 55,000","3 BHK Apartment for rent in Radiance Mandarin, Thoraipakkam 1813 sqft",12.9489351464908,80.2402037612104,,,,,,,,,,
"₹ 13,000","2 BHK House for rent in Vasantha Colony, Anna Nagar West 675 sqft",,,Ground out of 2 Floors,Unfurnished,Bachelors/Family,2,North,Immediately,,,Same Premise,Garden/Park
"₹ 10,000",2 BHK House for rent in Kallikuppam 920 sqft,,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,East,Immediately,,1,,
₹ 1.2 Lac,"4 BHK Builder Floor for rent in Forest Woods, Nungambakkam 2277 sqft",,,,,,,,,,,,
"₹ 15,000",2 BHK Apartment for rent in Velachery 1000 sqft,13.060189247131348,80.23845672607422,Ground out of 2 Floors,Unfurnished,Bachelors,2,North,Immediately,1 Open,1,,Main Road
"₹ 25,000",3 BHK Apartment for rent in Perungudi 1450 sqft,12.966734886169434,80.24443054199219,3 out of 4 Floors,Semi-Furnished,Bachelors,3,North,Immediately,,1,,Garden/Park
"₹ 28,000",3 BHK Apartment for rent in Perungudi 1600 sqft,12.966734886169434,80.24443054199219,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,South,Immediately,,1,,Garden/Park
"₹ 35,000",2 BHK Builder Floor for rent in Kottivakkam 1700 sqft,12.967513084411621,80.25684356689453,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,3,North,Immediately,1 Open,3,,Main Road
"₹ 75,000","3 BHK Builder Floor for rent in R.A Puram, Mandaiveli 1700 sqft",,,3 out of 4 Floors,Furnished,Bachelors,3,North,Immediately,2 Covered,2,,"Pool, Main Road"
"₹ 28,000",2 BHK Builder Floor for rent in Alwarpet 1000 sqft,13.032719612121582,80.25003051757812,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 24,000",2 BHK House for rent in Thiruvanmiyur 900 sqft,,,1 out of 2 Floors,Semi-Furnished,Family,2,East,Immediately,1 Covered,,,
"₹ 16,000","2 BHK House for rent in Vallalar Nagar, Tirumullaivayal 900 sqft",,,,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 38,000",3 BHK Apartment for rent in Raja Annamalai Puram 1450 sqft,13.022041320800781,80.26300811767578,1 out of 1 Floor,Semi-Furnished,Bachelors,3,East,Immediately,,3,,Garden/Park
"₹ 13,000","2 BHK House for rent in Palavakkam, E Coast Road 1050 sqft",12.960712432861328,80.25757598876953,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 15,000",2 BHK House for rent in Velachery 1050 sqft,12.97907829284668,80.21918487548828,1 out of 2 Floors,Semi-Furnished,Bachelors,2,South -West,Immediately,,1,,Main Road
"₹ 20,000",2 BHK Apartment for rent in Velachery 1100 sqft,12.97907829284668,80.21918487548828,2 out of 6 Floors,Semi-Furnished,Bachelors/Family,2,East,Immediately,,1,,Main Road
"₹ 17,000",2 BHK House for rent in Kottivakkam 1050 sqft,12.969216346740723,80.2613754272461,Ground out of 2 Floors,Semi-Furnished,Bachelors,2,North,Immediately,,1,,Main Road
"₹ 19,000","3 BHK Apartment for rent in KG Centre Point Phase 3, Poonamalle 1290 sqft",13.0280189685455,80.0340774488735,,,,,,,,,,
₹ 1.3 Lac,"4 BHK House for rent in Neelankarai, E Coast Road 4500 sqft",12.94731616973877,80.2547607421875,1 out of 2 Floors,Semi-Furnished,Family,5,North,Immediately,4 Covered,3,,"Pool, Main Road"
"₹ 10,000",2 BHK Builder Floor for rent in Madambakkam 850 sqft,12.904361724853516,80.1590347290039,2 out of 2 Floors,Unfurnished,Bachelors,2,North,Immediately,,1,,Main Road
"₹ 25,000","3 BHK Apartment for rent in Valasaravakkam, Arcot Road 1415 sqft",,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,3,West,Immediately,1 Covered,2,,Main Road
"₹ 15,000",3 BHK Apartment for rent in Mambakkam 1300 sqft,,,7 out of 15 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 60,000","3 BHK Apartment for rent in Appaswamy Trellis, Vadapalani 1950 sqft",13.050149,80.211256,,,,,,,,,,
"₹ 25,000",3 BHK Apartment for rent in Perungudi 2000 sqft,12.966734886169434,80.24443054199219,2 out of 2 Floors,Semi-Furnished,Bachelors,3,East,Immediately,,2,,
"₹ 28,000","3 BHK Apartment for rent in Dhandeeswaram, Velachery 1585 sqft",,,4 out of 4 Floors,Unfurnished,Bachelors,3,West,From May '20,,2,,
"₹ 13,000",2 BHK Builder Floor for rent in Selaiyur 1000 sqft,,,Ground out of 2 Floors,Unfurnished,Bachelors/Family,2,East,Immediately,1 Covered,,,
"₹ 18,000","2 BHK House for rent in Villivakkam, Jawaharlal Nehru Road 750 sqft",,,,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 20,000","2 BHK Apartment for rent in Kalaignar Karunanidhi Nagar, Cholambedu, Chennai-Tiruttani Highway 1150 sqft",,,2 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,1,,Main Road
"₹ 15,000",2 BHK Apartment for rent in Thiruvanmiyur 1000 sqft,,,3 out of 3 Floors,Semi-Furnished,Bachelors,2,East,Immediately,,,,Main Road
"₹ 35,000","3 BHK Builder Floor for rent in Shanthi Colony, Anna Nagar West 1350 sqft",,,1 out of 3 Floors,Unfurnished,Bachelors,3,North,Immediately,,2,,Garden/Park
"₹ 50,000","3 BHK Apartment for rent in Appaswamy Trellis, Vadapalani 2150 sqft",13.050149,80.211256,,,,,,,,,,
"₹ 48,000","3 BHK Builder Floor for rent in Appaswamy Trellis, Vadapalani 2100 sqft",13.050149,80.211256,,,,,,,,,,
"₹ 25,000","2 BHK Apartment for rent in Ashok Nagar, Jawaharlal Nehru Road 1350 sqft",13.057650566101074,80.22515106201172,2 out of 3 Floors,Semi-Furnished,Bachelors,2,North,Immediately,"1 Covered, 1 Open",1,,Main Road
"₹ 20,000",2 BHK House for rent in Kilpauk 1000 sqft,,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,North,Immediately,1 Open,1,,Main Road
"₹ 40,000","3 BHK Apartment for rent in Ashok Nagar, Jawaharlal Nehru Road 1900 sqft",,,1 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,North - East,Immediately,1 Covered,2,,Garden/Park
"₹ 15,000","1 BHK House for rent in Arumbakkam, Jawaharlal Nehru Road",13.079360008239746,80.21469116210938,Ground out of 2 Floors,Furnished,Bachelors/Family,1,East,Immediately,,,,Main Road
"₹ 20,000","2 BHK Builder Floor for rent in Villivakkam, Jawaharlal Nehru Road 1000 sqft",13.079222679138184,80.214599609375,2 out of 4 Floors,Unfurnished,Bachelors/Family,2,North,Immediately,,,,Main Road
"₹ 7,500",1 BHK House for rent in Current location,12.950393676757812,80.18413543701172,1 out of 2 Floors,Unfurnished,Bachelors/Family,1,West,Immediately,,,,
"₹ 13,000",2 BHK Builder Floor for rent in Kodungaiyur 840 sqft,13.13842901571061,80.2464765145111,1 out of 2 Floors,Semi-Furnished,Family,2,South,Immediately,2 Open,1,Same Premise,Main Road
"₹ 8,000",2 BHK Apartment for rent in Chitlapakkam,12.928704261779785,80.14588165283203,Ground out of 1 Floor,Unfurnished,Bachelors,1,East,Immediately,,,,
"₹ 30,000",3 BHK Apartment for rent in Saligramam 1300 sqft,,,3 out of 9 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 15,000",2 BHK House for rent in Pallavaram,12.96744155883789,80.15218353271484,Ground out of 1 Floor,Semi-Furnished,Bachelors,2,West,Immediately,,1,,Main Road
"₹ 9,000","2 BHK House for rent in Individual House, Perungalathur, Chennai Bypass Road 850 sqft",,,,,,,,,,,,
"₹ 25,000",2 BHK Apartment for rent in Mylapore 990 sqft,,,3 out of 3 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 32,000","3 BHK Apartment for rent in Nelson Square, Nelson Manickam Road 1450 sqft",13.070385875734583,80.22461788697585,,,,,,,,,,
"₹ 35,000","3 BHK Apartment for rent in Asta AVM, Vadapalani 1700 sqft",13.044105,80.204059,,,,,,,,,,
"₹ 27,000",2 BHK Apartment for rent in Alandur 1600 sqft,13.057473182678223,80.22503662109375,1 out of 4 Floors,Unfurnished,Bachelors,2,North,Immediately,"1 Covered, 1 Open",2,,"Garden/Park, Main Road"
"₹ 14,000","2 BHK Apartment for rent in Padur, Old Mahabalipuram Road 960 sqft",,,6 out of 13 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,1 Open,,,
₹ 3.1 Lac,"4 BHK Apartment for rent in TVH Quadrant, Adyar, Sardar Patel Road 3595 sqft",13.00400493,80.25728858,,,,,,,,,,
₹ 5 Lac,"2 BHK Apartment for rent in Arun Excello Compact Homes Narmada, Singaperumal Koil, Tiruchi Chennai Highway 780 sqft",12.76894,79.987401,,,,,,,,,,
"₹ 11,500",2 BHK Apartment for rent in Sholinganallur 860 sqft,,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,,From Mar '20,,,,
"₹ 55,000","4 BHK Apartment for rent in Casagrand Aristo, Alandur 2650 sqft",12.994558,80.188853,,,,,,,,,,
"₹ 20,000","3 BHK Apartment for rent in Kelambakkam, Old Mahabalipuram Road 1500 sqft",,,11 out of 20 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,
"₹ 8,000",2 BHK House for rent in ON GST ROAD AT URAPAKKAM 850 sqft,,,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,East,Immediately,2 Covered,,,Main Road
"₹ 6,000","1 BHK Apartment for rent in Chromepet, GST Road",,,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 40,000",4 BHK House for rent in Ambattur 2100 sqft,,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,4,,Immediately,,,,
"₹ 10,000","1 BHK House for rent in Srinagar Colony, Saidapet",13.013304710388184,80.23131561279297,Ground out of 2 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,,,
"₹ 12,500","2 BHK House for rent in Karambakkam, Porur 850 sqft",,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 9,500","2 BHK House for rent in Singaperumal Koil, Tiruchi Chennai Highway 1300 sqft",12.763916969299316,80.00094604492188,2 out of 2 Floors,Unfurnished,Family,2,East,Immediately,1 Covered,2,,Main Road
"₹ 52,000",3 BHK Builder Floor for rent in Nungambakkam 1800 sqft,,,4 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,East,Immediately,2 Covered,1,Same Premise,Garden/Park
"₹ 8,500","3 BHK Apartment for rent in Provident Cosmo City, Siruseri 1026 sqft",12.808648,80.196444,,,,,,,,,,
"₹ 6,700","1 BHK Service Apartment for rent in Ashok Nagar, Jawaharlal Nehru Road",,,2 out of 3 Floors,Furnished,Bachelors,1,East,Immediately,,,,Main Road
"₹ 13,000","1 BHK Service Apartment for rent in Chetpet, PH Road",,,1 out of 2 Floors,Furnished,Bachelors,1,East,Immediately,,,,Main Road
"₹ 13,000","1 BHK Service Apartment for rent in Egmore, PH Road",,,1 out of 2 Floors,Furnished,Bachelors/Family,1,East,Immediately,,1,,Main Road
"₹ 73,000","3 BHK Apartment for rent in Austin Nagar, Alwarpet 2400 sqft",,,5 out of 8 Floors,Semi-Furnished,Bachelors,4,South,Immediately,1 Open,1,,Garden/Park
"₹ 25,000",2 BHK Apartment for rent in Kottivakkam,12.969216346740723,80.2613754272461,1 out of 3 Floors,Semi-Furnished,Bachelors,2,East,Immediately,,2,,"Garden/Park, Main Road"
"₹ 45,000","3 BHK Apartment for rent in Adyar, Sardar Patel Road",13.003388404846191,80.25928497314453,1 out of 3 Floors,Semi-Furnished,Bachelors,3,North,Immediately,,3,,"Garden/Park, Main Road"
"₹ 17,000",2 BHK Apartment for rent in Thiruvanmiyur,12.983258247375488,80.26066589355469,1 out of 2 Floors,Semi-Furnished,Bachelors,2,North,Immediately,,2,,Garden/Park
"₹ 65,000","3 BHK Apartment for rent in Chetpet, PH Road 2450 sqft",,,2 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,2 Covered,,,
"₹ 60,000",3 BHK Apartment for rent in Sholinganallur 1796 sqft,,,3 out of 4 Floors,Furnished,Bachelors/Family,3,,Immediately,2 Covered,,,
"₹ 30,000","2 BHK Villa for rent in Kattankulathur, GST Road 1900 sqft",,,,Furnished,Bachelors/Family,1,East,Immediately,4 Covered,,,Main Road
"₹ 35,000",3 BHK House for rent in Elango Nagar-Virugambakkam 2000 sqft,,,1 out of 1 Floor,Semi-Furnished,Family,3,East,Immediately,3 Covered,,,Main Road
"₹ 18,500",3 BHK House for rent in Pallavaram 1650 sqft,,,1 out of 1 Floor,Unfurnished,Bachelors,4,North - East,Immediately,,2,,"Garden/Park, Main Road"
"₹ 30,000","3 BHK Villa for rent in The Wind, Porur 1550 sqft",13.012360254096103,80.14626891577576,,,,,,,,,,
"₹ 15,000","2 BHK Apartment for rent in Urban Tree Superb, Urapakkam, Vandalur R.F, GST Road 823 sqft",12.87040725,80.08423108,,,,,,,,,,
"₹ 21,000",2 BHK Builder Floor for rent in Sholinganallur 1296 sqft,,,2 out of 3 Floors,Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 15,000","3 BHK House for rent in Mel Ayanambakkam, Kil Ayanambakkam 1195 sqft",,,2 out of 2 Floors,Furnished,Family,2,,Immediately,2 Covered,2,,Main Road
"₹ 13,000",2 BHK House for rent in Nesapakkam 1200 sqft,,,1 out of 2 Floors,Unfurnished,Bachelors/Family,2,,From Feb '20,,,,
"₹ 13,500","1 BHK Apartment for rent in Adyar, Sardar Patel Road",12.99111270904541,80.25440979003906,Ground out of 2 Floors,Unfurnished,Bachelors/Family,1,,Immediately,,1,,
"₹ 70,000","3 BHK Apartment for rent in The Metrozone, Anna Nagar West 2661 sqft",13.082507,80.194759,,,,,,,,,,
"₹ 22,000",2 BHK Apartment for rent in Vandalur 984 sqft,,,6 out of 15 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
₹ 1.8 Lac,4 BHK Builder Floor for rent in Alwarpet 3300 sqft,,,4 out of 4 Floors,Furnished,Bachelors/Family,4,North,Immediately,2 Covered,2,,Main Road
"₹ 12,500",2 BHK Builder Floor for rent in Guindy 800 sqft,,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 20,000",2 BHK Apartment for rent in Velachery,12.97907829284668,80.21918487548828,2 out of 4 Floors,Semi-Furnished,Bachelors,2,North,Immediately,,2,,
"₹ 40,000","4 BHK House for rent in Seevaram, Perungudi 3200 sqft",12.951903343200684,80.24024200439453,Ground out of 1 Floor,Semi-Furnished,Family,3,South,Immediately,1 Covered,3,,Main Road
"₹ 60,000",3 BHK House for rent in T Nagar 1361 sqft,13.03615665435791,80.27545166015625,3 out of 3 Floors,Furnished,Bachelors,3,North,Immediately,1 Covered,2,,"Garden/Park, Main Road"
"₹ 20,500","2 BHK Apartment for rent in Radiance Shine, Padur, Old Mahabalipuram Road 1298 sqft",12.8217890067716,80.2304222081657,,,,,,,,,,
"₹ 12,000",2 BHK Apartment for rent in Perambur 780 sqft,,,1 out of 3 Floors,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 25,000","2 BHK House for rent in Kamaraja Puram, Anakaputhur 1500 sqft",12.972509384155273,80.1229248046875,Lower Basement out of 1 Floor,Unfurnished,Bachelors,3,East,Immediately,,,,Main Road
"₹ 13,000",2 BHK Apartment for rent in Nandivaram-Guduvancheri 950 sqft,,,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,2,,Immediately,,,,
"₹ 32,000","2 BHK Apartment for rent in Madhanandapuram, Chennai Bypass Road 1423 sqft",13.099210739135742,80.24275970458984,1 out of 3 Floors,Furnished,Bachelors,2,North - East,Immediately,,,,Main Road
"₹ 15,000",2 BHK Builder Floor for rent in St.Thomas Mount 850 sqft,,,Ground out of 4 Floors,Unfurnished,Family,2,South,Immediately,15 Open,,,Main Road
"₹ 14,000",2 BHK House for rent in Kottivakkam 850 sqft,,,Ground out of 2 Floors,Semi-Furnished,Bachelors/Family,2,,From Mar '20,,,,
"₹ 25,000",2 BHK Service Apartment for rent in Thousand Lights 900 sqft,,,Ground out of 2 Floors,Furnished,Bachelors,2,East,Immediately,,,,Main Road
"₹ 6,700","1 BHK Service Apartment for rent in Jai Nagar-Arumbakkam, Jawaharlal Nehru Road",,,2 out of 3 Floors,Furnished,Bachelors,1,East,Immediately,,,,Main Road
"₹ 6,700",1 BHK Service Apartment for rent in Koyambedu,,,2 out of 3 Floors,Furnished,Bachelors,1,East,Immediately,,,,Main Road
"₹ 65,000",3 BHK Apartment for rent in Thiruvanmiyur 1675 sqft,,,3 out of 4 Floors,Furnished,Bachelors/Family,3,,Immediately,2 Covered,,,
"₹ 14,000","2 BHK Apartment for rent in Pragnya Eden Park, Siruseri 1150 sqft",12.824255,80.206016,,,,,,,,,,
"₹ 14,000",3 BHK House for rent in Porur 1000 sqft,,,,Unfurnished,Bachelors/Family,2,,Immediately,,,,
"₹ 18,000","3 BHK Apartment for rent in The Courtyard, Manapakkam 1273 sqft",13.0157069,80.1596649,,,,,,,,,,
"₹ 17,000",3 BHK Builder Floor for rent in Mugalivakkam 2100 sqft,,,Ground out of 1 Floor,Semi-Furnished,Bachelors/Family,3,,Immediately,,,,Main Road
"₹ 24,000","2 BHK Apartment for rent in Guindy Race Course, Guindy 732 sqft",13.0046510696411,80.216796875,Ground out of 3 Floors,Furnished,Bachelors,2,,Immediately,,,,Main Road
"₹ 35,000",3 BHK Builder Floor for rent in Besant Nagar 1500 sqft,,,2 out of 3 Floors,Unfurnished,Bachelors/Family,3,,Immediately,1 Covered,,,
"₹ 27,000",2 BHK House for rent in Alwarthirunagar 1650 sqft,13.036785125732422,80.27517700195312,1 out of 2 Floors,Semi-Furnished,Bachelors/Family,2,South,Immediately,1 Covered,1,,"Garden/Park, Main Road"
"₹ 8,500",Studio Apartment for rent in Madurai Veeran Koil St,,,1 out of 3 Floors,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 20,000",3 BHK Apartment for rent in Kolathur 1300 sqft,13.124099731445312,80.21339416503906,Ground out of 2 Floors,Unfurnished,Bachelors/Family,3,,Immediately,,,,
"₹ 15,000",2 BHK Apartment for rent in Tambaram East 1000 sqft,12.922806739807129,80.12152099609375,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,,Immediately,,1,,
"₹ 33,000",3 BHK Apartment for rent in Thiruvanmiyur 1600 sqft,12.983258247375488,80.26066589355469,2 out of 4 Floors,Semi-Furnished,Bachelors,3,East,Immediately,,3,,"Garden/Park, Main Road"
"₹ 15,000","1 BHK Apartment for rent in Appaswamy Bloomingdale, Pammal, Chennai Bypass Road",12.968001,80.130621,,,,,,,,,,
"₹ 30,000","2 BHK Service Apartment for rent in Singaperumal Koil, Tiruchi Chennai Highway 2000 sqft",,,2 out of 5 Floors,Furnished,Bachelors/Family,1,East,Immediately,4 Covered,,,Main Road
"₹ 12,500","3 BHK Apartment for rent in Mahaveer Helios, Nanmangalam 1150 sqft",12.9397583,80.17128001,,,,,,,,,,
"₹ 6,500",1 BHK House for rent in Old Perungalathur,12.916823387145996,80.08674621582031,1 out of 1 Floor,Unfurnished,Bachelors,1,East,Immediately,,1,,"Garden/Park, Main Road"
"₹ 60,000","7 BHK Builder Floor for rent in Valasaravakkam, Arcot Road 1850 sqft",13.047548294067383,80.1783676147461,3 out of 4 Floors,Unfurnished,Bachelors/Family,7,,Immediately,,,,
"₹ 12,000","1 BHK Apartment for rent in Tata Santorini, Poonamalle",13.047949,80.0288285459759,,,,,,,,,,
"₹ 20,000",3 BHK Apartment for rent in Semmancheri 1900 sqft,,,3 out of 4 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,1 Open,1,,Garden/Park
"₹ 22,000","2 BHK Apartment for rent in Sai Sakthivel, Koyambedu 1000 sqft",13.0733631925568,80.1842386006907,,,,,,,,,,
"₹ 14,500","2 BHK Apartment for rent in Purva Swanlake, Old Mahabalipuram Road 1300 sqft",12.792342,80.223683,,,,,,,,,,
"₹ 25,000","4 BHK Villa for rent in Padur, Old Mahabalipuram Road 2300 sqft",12.802852630615234,80.22193908691406,,Semi-Furnished,Bachelors/Family,4,East,Immediately,1 Covered,1,,"Garden/Park, Main Road"
"₹ 21,000","3 BHK Apartment for rent in Padur, Old Mahabalipuram Road 1700 sqft",12.802852630615234,80.22193908691406,7 out of 13 Floors,Semi-Furnished,Bachelors/Family,3,,Immediately,,2,,
"₹ 6,500","2 BHK House for rent in Leelavathi Nagar, Tharapakkam 1261 sqft",12.997634887695312,80.1435317993164,Ground out of 1 Floor,Unfurnished,Bachelors/Family,1,East,Immediately,,,,
₹ 1.2 Lac,"3 BHK Apartment for rent in Laurels Chaitaniya, Alwarpet 2400 sqft",13.029712,80.256805,,,,,,,,,,
"₹ 6,000","1 BHK House for rent in Kannikapuram, Pulianthope",13.10766887664795,80.26219177246094,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,1,,Immediately,,,,
"₹ 9,500",2 BHK House for rent in Pozhichalur 1200 sqft,12.988783836364746,80.14344024658203,1 out of 1 Floor,Semi-Furnished,Bachelors/Family,2,West,Immediately,,1,,
"₹ 12,000",2 BHK Apartment for rent in Kolathur 1000 sqft,,,3 out of 3 Floors,Semi-Furnished,Family,2,East,Immediately,,1,,
"₹ 27,000","2 BHK Apartment for rent in Alliance Orchid Springs, Korattur, Jawaharlal Nehru Road 1024 sqft",13.1266891,80.1542364,,,,,,,,,,
